Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,Speeches
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.hsgac.senate.gov/imo/media/doc/Souras%20Testimony%20-%20PSI%202015-11-19.pdf,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2022/earn-it-act-2022.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2020/earn-it-act-2020.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2020/letter-from-john-clark-on-child-sex-trafficking.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/post-update/boys-for-sale--too.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/pre-update/marck-up-of-sesta.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2020%20Year%20in%20Review.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2019%20Year%20in%20Review%20Web.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2018%20Year%20in%20Review-web.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2021-year-in-review.pdf,,,,,,,1,
,,,,,,,,,,
Wayne Anti Human Trafficking Coalition (WATCh), Human Trafficking,https://www.waynecac.org/services/watch-human-trafficking,1,,,,,,,
Wayne Anti Human Trafficking Coalition (WATCh), Human Trafficking,https://www.waynecac.org/services/watch-human-trafficking,,1,,,,,,
,,,,,,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/index.php,1,,,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/disrupting-imbs.php,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/_resources/2018/stop-2017-report.pdf,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/_resources/2018/miami-valley-online-commercial-sex-marketplace-analysis---2015.pdf,,,1,,,,,
Abolition Ohio , Human Trafficking,https://docs.google.com/presentation/d/1K1Bc5IjxSFJ12SDXxoqosnt4SiC-C6LA3lEEx8Oy0Xo/edit#slide=id.p7,,,1,,,,,
Abolition Ohio , Human Trafficking,https://docs.google.com/presentation/d/1RqhxDLB1xM4UieMjfIVR6uqD2WLybLky9bOiCytJ_1w/edit#slide=id.g94b6aab44d_0_145,,,1,,,,,
Abolition Ohio , Human Trafficking,https://drive.google.com/file/d/12CimNq-e-YCrf6aWwYAWr0N0Jn5MxJ2g/view,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/youth-prevention.php,,,,1,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2022-2-2-imb-report-part-3.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2022-2-1-imb-report-part-2.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2021-01-31-imb-report-part-one.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2020/2020-12-04-traffic-talk.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/index.php#/udhumanrights/2020/20-05-27-human-trafficking,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2020/20-04-24-imb.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2019/19-01-18-conversation-simanti.php,,,,,1,,,
,,,,,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Home,1,,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/About,,1,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/res/byid/8309,,,1,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Trafficking,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=275,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=30,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=112,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=130,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=34,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=253,,,,,1,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Res/ById/9344,,,,,1,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=121,,,,,1,,,
,,,,,,,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/,1,,,,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/about/,,1,,,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/human-trafficking/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/everything-you-need-to-know-about-labor-trafficking/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/how-natalia-found-freedom-from-jail-through-case-management/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/a-sex-trafficking-survivor-maggie/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/atlanta-murder-victims-were-likely-trafficked-for-sex/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/one-statistic-that-will-make-you-drop-your-jaw/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/3-critical-facts-about-labor-trafficking-we-cant-ignore/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/is-human-trafficking-the-worst-its-ever-been/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/3-survivors-you-helped-in-2019/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/are-boys-too-tough-to-be-trafficked/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/trafficked-through-social-media/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/myas-story/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/women-like-us/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/education/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/human-trafficking-awareness-day-2018-wearblueday/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/the-sky-is-the-limit-for-health-professionals-seeking-to-combat-human-trafficking/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/coalition/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/outreach/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/youth-programs/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/the-pathway/,,,,1,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/does-overturning-roe-v-wade-impact-human-trafficking/,,,,,1,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/hope-gratitude-empower-us-to-end-human-trafficking-in-2021/,,,,,,1,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2022/03/2021-annual-report-for-web.pdf,,,,,,,1,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2021/02/2020-United-Against-Human-Trafficking-Annual-Report.pdf,,,,,,,1,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2020/03/UAHT-Impact-Report-2019.pdf,,,,,,,1,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2021/06/UAHT-Annual-Report-for-web.pdf,,,,,,,1,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2021/06/Annual-Report-2017.pdf,,,,,,,1,
United Against Human Trafficking , Human Trafficking,https://uaht.org/wp-content/uploads/2019/08/UAHT-2016-Annual-Report-FINAL.pdf,,,,,,,1,
,,,,,,,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/,1,,,,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/about/,,1,,,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/wp-content/uploads/12SlaveryintheFields.pdf,,,1,,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/slavery/,,,,1,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2010/09/global_horizons_prosecution/,,,,1,,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2017/07/ciw-speaks-at-osce-conference/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2017/07/remarks-asbed-osce/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2017/01/sentencing-ffp-forced-labor-prosecution/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2016/01/csm-human-trafficking-solutions/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2011/01/human_trafficking_day/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2010/01/president-obama-declares-january-national-slavery-and-human-trafficking-prevention-month/,,,,,1,,,
Coalition of Immokalee Workers (CIW), Human Trafficking,https://ciw-online.org/blog/2005/05/naplesmay05/,,,,,1,,,
,,,,,,,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/,1,,,,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/our-mission,,1,,,,,,
Innocents At Risk, Human Trafficking,https://static1.squarespace.com/static/6168aba2badcfd0ba11c4f03/t/61a6ca5242660c71660c3028/1638320727738/IAR_BrochureToPrint1.pdf,,,1,,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/what-has-been-done,,,1,,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/the-facts,,,,1,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/what-needs-to-be-done,,,,1,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/flight-attendant-initiative,,,,1,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/anti-trafficking-legislation-proposed-in-the-117th-congress,,,,1,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/support-the-tvpa-reauthorization-2022,,,,1,,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/onlyfans-used-for-trafficking-and-sexual-exploitation,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/ghislaine-maxwell-sentenced-to-20-years-in-prison,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/r-kelly-sentenced-to-30-years-in-prison,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/15-year-old-girl-taken-from-dallas-mavericks-game-for-trafficking,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/2021-end-of-year-letter-from-innocents-at-risk-founder-deborah-sigmund,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/2020-innocents-at-risk-end-of-year-letter,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/2019-innocents-at-risk-end-of-year-letter,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/2018-innocents-at-risk-end-of-year-letter,,,,,1,,,
Innocents At Risk, Human Trafficking,https://www.innocentsatrisk.org/latest-updates/innocents-at-risk-update,,,,,1,,,
,,,,,,,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/,1,,,,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/about-us/,,1,,,,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2018/07/HT-and-Child-Labor.pdf,,,1,,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/advocacy/,,,,1,,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2021/05/FNUSAs-Priorities-for-TVPA-Reauthorization-2021.pdf,,,,1,,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/advocacy/survivor-reentry-project/,,,,1,,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/training/housing-project/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/the-issue/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2021/07/27/trafficking-in-rural-america/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2021/05/20/the-foster-care-system-and-human-trafficking/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2021/02/05/human-trafficking-and-the-super-bowl/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2018/06/06/freedom-network-usa-leads-broad-based-effort-to-protect-legal-representation-for-trafficking-survivors/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2017/11/27/reproductive-rights-human-trafficking/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/12/15/martin/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/12/14/shandra-woworuntu/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/12/08/suamhirs-piraino-guzman/,,,,1,,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/12/05/sarah/,,,,1,,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/2019/08/01/fnusa-applauds-call-on-the-department-of-justice-to-restore-vacatur-funding-for-survivors/,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2019/11/FNUSAStatementHUDHTHousingNOFAFinal11Sept2019.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2022/03/FNUSARaceEquityHTInput2022.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2022/04/FNUSAInputLaborTraffickingAgricultureUNSpecialRapporteur-January2022.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2021/12/FY22FNUSAFundingRecs.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2021/09/FNUSACommentsTReg13Sept2021.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2021/02/FNUSA2021TIPReportInput.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/11/FNUSACommentsStateSurveyOMBOct2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/10/FNUSADOLIndependentContractorRuleComment26Oct2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/10/FNUSACommentBiometricsCollectionRule13Oct2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/08/FNUSASubmitsCommentsOpposingCOVIDAsylumBar10Aug2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/07/FNUSASubmitsCommentsOpposingProposedAsylumRegulations15July2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/07/FNUSACommentsStateSurveyNACChildYouthSexTraffickingJune2020.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2019/12/FNUSALittleHooverCommissionStatementLaborTrafficking.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2020/02/FNUSA-Statement-on-McConnell-Funding-Proposal-2019Jan23.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2018/11/FNUSACommentsProposedFloresRegulation.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2016/10/FNUSACommentChildEligibilityForm.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2022/03/2022-03-21-29-Human-Trafficking-Legal-Center-IPI-amicus-Mot-Brief-FINAL.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2022/03/FNUSARaceEquityHTInput2022.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2022/04/FNUSAInputLaborTraffickingAgricultureUNSpecialRapporteur-January2022.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2022/07/12/intersectionality-between-substance-use-and-human-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2022/03/31/transphobia-and-human-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2021/12/21/the-intersection-of-forced-marriage-and-human-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2021/11/10/impact-of-arrest-and-conviction-histories-on-trafficking-survivors/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2020/06/29/response-to-the-2020-trafficking-in-persons-report/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2019/01/23/fnusa-opposes-spending-bill-that-sacrifices-trafficked-minors/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2019/01/16/fnusa-submits-comments-to-the-us-state-department/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2019/01/09/a-step-in-the-right-direction-trafficking-victims-protection-act-reauthorized/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2018/05/31/standing-tall-a-vision-of-freedom-for-survivors-of-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2018/01/12/freedom-network-usa-supports-visa-transparency-legislation-combat-human-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2017/06/21/reauthorize-dont-gut-tvpa/,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2017/01/FNUSAInput2017TIPReport.pdf,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/08/11/trafficking-in-persons-report-cites-opportunities-and-challenges-ahead-fn-response/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2016/07/06/my-sisters-place-combating-domestic-violence-and-human-trafficking/,,,,,1,,,
Freedom Network USA , Human Trafficking,http://freedomnetworkusa.org/2015/08/07/fn-members-on-cnn-advocating-for-forte-act/,,,,,1,,,
Freedom Network USA , Human Trafficking,https://freedomnetworkusa.org/app/uploads/2018/04/FRN-Member-Report-Digital-FINAL-1.pdf,,,,,,,1,
,,,,,,,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/,1,,,,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/oursolution/,,1,,,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/about/human-trafficking/,,,1,,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/toxic-porn/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/pcnp/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/why-these-empty-shoes-mean-freedom/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/oursolution/shiftingculture/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/human-trafficking-story-i-was-trafficked-for-sex-as-a-child/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/i-didnt-know-my-husband-was-my-trafficker/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/ukrainian-women-vulnerable-to-trafficking-after-russian-invasion/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/here-are-the-biggest-cases-of-trafficking-in-porn/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/from-trafficking-survivor-to-swat-team-member-sophias-story/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/canadian-lawmakers-double-down-on-call-for-pornhub-sex-trafficking-investigation/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/how-i-survived-being-trafficked-in-child-porn/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/how-pornhub-makes-trafficking-easy/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/17-year-old-how-i-escaped-an-international-trafficking-ring/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/trafficked-11-outreach-eyes-survivor/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/oursolution/changinglaws/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/oursolution/reachingout/,,,,1,,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/child-sexual-abuse-material-child-porn-has-reached-crisis-levels/,,,,,1,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/8-children-recovered-200-sex-buyers-arrested-during-super-bowl-2022/,,,,,1,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/articles/an-open-letter-to-all-presidential-candidates/,,,,,1,,,
Exodus Cry , Human Trafficking,https://exoduscry.com/wp-content/uploads/2022/02/exodus_cry_annual_report_2020.pdf,,,,,,,1,
Exodus Cry , Human Trafficking,https://exoduscry.com/wp-content/uploads/2021/05/exodus_cry_annual_report_2019.pdf,,,,,,,1,
Exodus Cry , Human Trafficking,https://exoduscry.com/wp-content/uploads/2020/05/exodus_cry_annual_report_2018.pdf,,,,,,,1,